"opportunity_id","sales_agent","product","account","deal_stage","engage_date","close_date","close_value","sale_cycle_duration","manager","regional_office","team_id","series","sales_price","quarter","sales_variance","sales_variance_status"
"2KKRRM1G","Zane Levy","GTX Plus Basic","Y-corporation","Won","2017-01-21","2017-05-03",1036.0,102,"Summer Sewald","West",6,"GTX",1096,2,-60,"Negative Variance"
"RLUGVSNV","Darcel Schlecht","GTX Plus Basic","Funholding","Won","2017-01-22","2017-05-12",943.0,110,"Melvin Marxen","Central",4,"GTX",1096,2,-153,"Negative Variance"
"ZKSJ1DOK","Elease Gluck","GTX Basic","Kan-code","Won","2017-01-22","2017-06-07",581.0,136,"Celia Rouche","West",2,"GTX",550,2,31,"Positive Variance"
"K8RQWTP4","Jonathan Berthelot","MG Special","Codehow","Lost","2017-01-22","2017-05-15",0.0,113,"Melvin Marxen","Central",4,"MG",55,2,-55,"Negative Variance"
"RSZC6BMW","Moses Frase","GTX Basic","Toughzap","Won","2017-01-22","2017-05-07",538.0,105,"Dustin Brinkmann","Central",3,"GTX",550,2,-12,"Negative Variance"
"O7YNBRX0","Reed Clapper","GTX Plus Basic","Donquadtech","Won","2017-01-22","2017-03-28",1100.0,65,"Rocco Neubert","East",5,"GTX",1096,1,4,"Positive Variance"
"AAYV8GV4","Anna Snelling","MG Advanced","Inity","Lost","2017-01-23","2017-05-05",0.0,102,"Dustin Brinkmann","Central",3,"MG",3393,2,-3393,"Negative Variance"
"EDEBWIOX","Cecily Lampkin","MG Advanced","Finhigh","Lost","2017-01-23","2017-05-28",0.0,125,"Dustin Brinkmann","Central",3,"MG",3393,2,-3393,"Negative Variance"
"VAH6Y3F6","Jonathan Berthelot","GTX Plus Basic","Hottechi","Won","2017-01-23","2017-05-17",1039.0,114,"Melvin Marxen","Central",4,"GTX",1096,2,-57,"Negative Variance"
"4U431MNA","Lajuana Vencill","MG Special","dambase","Lost","2017-01-23","2017-05-11",0.0,108,"Dustin Brinkmann","Central",3,"MG",55,2,-55,"Negative Variance"
"5HKAT5GS","Reed Clapper","GTX Plus Basic","Umbrella Corporation","Won","2017-01-23","2017-05-10",1076.0,107,"Rocco Neubert","East",5,"GTX",1096,2,-20,"Negative Variance"
"F5VDTC4M","Rosalina Dieter","MG Special","Konex","Lost","2017-01-23","2017-05-06",0.0,103,"Celia Rouche","West",2,"MG",55,2,-55,"Negative Variance"
"UO4KXDBC","Rosalina Dieter","MG Special","Rantouch","Lost","2017-01-23","2017-05-23",0.0,120,"Celia Rouche","West",2,"MG",55,2,-55,"Negative Variance"
"TBIW957T","Versie Hillebrand","MG Special","Rundofase","Won","2017-01-23","2017-03-16",53.0,52,"Dustin Brinkmann","Central",3,"MG",55,1,-2,"Negative Variance"
"MSEIIH95","Versie Hillebrand","MG Advanced","Statholdings","Won","2017-01-23","2017-03-23",3046.0,59,"Dustin Brinkmann","Central",3,"MG",3393,1,-347,"Negative Variance"
"V4324HG4","Violet Mclelland","MG Special","Acme Corporation","Lost","2017-01-23","2017-05-06",0.0,103,"Cara Losch","East",1,"MG",55,2,-55,"Negative Variance"
"N852D2Z8","Zane Levy","GTX Basic","Scotfind","Lost","2017-01-23","2017-03-30",0.0,66,"Summer Sewald","West",6,"GTX",550,1,-550,"Negative Variance"
"CF1CSNPX","Daniell Hammack","GTX Pro","Kan-code","Won","2017-01-24","2017-03-31",5140.0,66,"Rocco Neubert","East",5,"GTX",4821,1,319,"Positive Variance"
"NOXNFJ2L","Darcel Schlecht","GTX Plus Basic","Warephase","Won","2017-01-24","2017-05-17",1067.0,113,"Melvin Marxen","Central",4,"GTX",1096,2,-29,"Negative Variance"
"3LJAJVHR","Cassey Cress","GTX Pro","Opentech","Lost","2017-01-25","2017-05-29",0.0,124,"Rocco Neubert","East",5,"GTX",4821,2,-4821,"Negative Variance"
"NN6CSUWT","Daniell Hammack","GTX Plus Basic","Zathunicon","Won","2017-01-25","2017-03-21",1065.0,55,"Rocco Neubert","East",5,"GTX",1096,1,-31,"Negative Variance"
"X69POZIN","Kary Hendrixson","GTX Basic","Lexiqvolax","Won","2017-01-25","2017-05-06",481.0,101,"Summer Sewald","West",6,"GTX",550,2,-69,"Negative Variance"
"4FAEDB16","Markita Hansen","GTX Basic","J-Texon","Lost","2017-01-25","2017-05-22",0.0,117,"Celia Rouche","West",2,"GTX",550,2,-550,"Negative Variance"
"CPGCT81C","Maureen Marcano","GTX Basic","Dalttechnology","Won","2017-01-25","2017-03-06",499.0,40,"Summer Sewald","West",6,"GTX",550,1,-51,"Negative Variance"
"TK9T01QM","Reed Clapper","GTX Pro","Acme Corporation","Lost","2017-01-25","2017-05-07",0.0,102,"Rocco Neubert","East",5,"GTX",4821,2,-4821,"Negative Variance"
"P13DDOTM","Rosie Papadopoulos","MG Special","Bioplex","Won","2017-01-25","2017-03-08",59.0,42,"Cara Losch","East",1,"MG",55,1,4,"Positive Variance"
"1PN7TVPX","Vicki Laflamme","MG Special","Hottechi","Lost","2017-01-25","2017-05-01",0.0,96,"Celia Rouche","West",2,"MG",55,2,-55,"Negative Variance"
"9ZKORPL2","Violet Mclelland","MG Special","Initech","Won","2017-01-25","2017-05-09",45.0,104,"Cara Losch","East",1,"MG",55,2,-10,"Negative Variance"
"1ZCOKNNI","Zane Levy","GTX Pro","Sonron","Won","2017-01-25","2017-05-14",5743.0,109,"Summer Sewald","West",6,"GTX",4821,2,922,"Positive Variance"
"BVYMJ6TD","Cassey Cress","GTX Plus Pro","Vehement Capital Partners","Won","2017-01-26","2017-05-13",6117.0,107,"Rocco Neubert","East",5,"GTX",5482,2,635,"Positive Variance"
"W5ADQ9SH","Darcel Schlecht","GTX Pro","Domzoom","Lost","2017-01-26","2017-05-26",0.0,120,"Melvin Marxen","Central",4,"GTX",4821,2,-4821,"Negative Variance"
"VXX8GJGY","Donn Cantrell","GTX Plus Basic","The New York Inquirer","Won","2017-01-26","2017-03-19",1158.0,52,"Rocco Neubert","East",5,"GTX",1096,1,62,"Positive Variance"
"ES9L0DXE","Garret Kinder","MG Special","Kinnamplus","Won","2017-01-26","2017-05-22",59.0,116,"Cara Losch","East",1,"MG",55,2,4,"Positive Variance"
"AANB25RH","Kami Bicknell","GTX Plus Basic","Dalttechnology","Lost","2017-01-26","2017-05-24",0.0,118,"Summer Sewald","West",6,"GTX",1096,2,-1096,"Negative Variance"
"36PTGLTW","Maureen Marcano","MG Advanced","Xx-holding","Won","2017-01-26","2017-03-24",3106.0,57,"Summer Sewald","West",6,"MG",3393,1,-287,"Negative Variance"
"6WTNSL1T","Rosalina Dieter","MG Advanced","Newex","Won","2017-01-26","2017-03-19",2982.0,52,"Celia Rouche","West",2,"MG",3393,1,-411,"Negative Variance"
"PV1DISEC","Zane Levy","GTX Plus Pro","Hottechi","Won","2017-01-26","2017-03-16",6101.0,49,"Summer Sewald","West",6,"GTX",5482,1,619,"Positive Variance"
"S6BG03TB","Anna Snelling","GTX Plus Pro","Treequote","Won","2017-01-27","2017-05-08",5883.0,101,"Dustin Brinkmann","Central",3,"GTX",5482,2,401,"Positive Variance"
"2YOW2BI0","Corliss Cosme","GTX Plus Pro","Xx-zobam","Won","2017-01-27","2017-05-22",5051.0,115,"Cara Losch","East",1,"GTX",5482,2,-431,"Negative Variance"
"IQ9KYZCG","Darcel Schlecht","GTX Plus Basic","Statholdings","Won","2017-01-27","2017-05-11",1155.0,104,"Melvin Marxen","Central",4,"GTX",1096,2,59,"Positive Variance"
"AWDOKG69","Garret Kinder","GTX Basic","Bluth Company","Lost","2017-01-27","2017-05-10",0.0,103,"Cara Losch","East",1,"GTX",550,2,-550,"Negative Variance"
"C4AFMVFM","James Ascencio","GTX Plus Pro","Cheers","Won","2017-01-27","2017-03-06",5616.0,38,"Summer Sewald","West",6,"GTX",5482,1,134,"Positive Variance"
"WK6ERCGR","James Ascencio","GTX Plus Pro","Golddex","Won","2017-01-27","2017-06-06",5116.0,130,"Summer Sewald","West",6,"GTX",5482,2,-366,"Negative Variance"
"64DJ954O","Kary Hendrixson","GTX Plus Basic","Condax","Won","2017-01-27","2017-03-30",1136.0,62,"Summer Sewald","West",6,"GTX",1096,1,40,"Positive Variance"
"84V18DBW","Anna Snelling","GTX Plus Basic","Finhigh","Won","2017-01-28","2017-06-01",1216.0,124,"Dustin Brinkmann","Central",3,"GTX",1096,2,120,"Positive Variance"
"WFY0S4WW","Anna Snelling","GTX Plus Basic","Hottechi","Won","2017-01-28","2017-05-02",1089.0,94,"Dustin Brinkmann","Central",3,"GTX",1096,2,-7,"Negative Variance"
"HA1KXAIS","Cassey Cress","MG Advanced","Condax","Won","2017-01-28","2017-06-04",3908.0,127,"Rocco Neubert","East",5,"MG",3393,2,515,"Positive Variance"
"EAYD98X2","Darcel Schlecht","GTX Pro","Dontechi","Lost","2017-01-28","2017-05-27",0.0,119,"Melvin Marxen","Central",4,"GTX",4821,2,-4821,"Negative Variance"
"YR4W59KS","Darcel Schlecht","GTX Pro","Finhigh","Lost","2017-01-28","2017-05-18",0.0,110,"Melvin Marxen","Central",4,"GTX",4821,2,-4821,"Negative Variance"
"SNFW1FD7","Darcel Schlecht","MG Advanced","Streethex","Won","2017-01-28","2017-05-07",3369.0,99,"Melvin Marxen","Central",4,"MG",3393,2,-24,"Negative Variance"
"2EOF1QCY","James Ascencio","GTX Plus Pro","J-Texon","Won","2017-01-28","2017-05-20",5259.0,112,"Summer Sewald","West",6,"GTX",5482,2,-223,"Negative Variance"
"O5O4ZAAC","Maureen Marcano","GTX Plus Basic","Y-corporation","Lost","2017-01-28","2017-05-08",0.0,100,"Summer Sewald","West",6,"GTX",1096,2,-1096,"Negative Variance"
"YBAKNQ8Z","Reed Clapper","MG Advanced","Bubba Gump","Lost","2017-01-28","2017-03-30",0.0,61,"Rocco Neubert","East",5,"MG",3393,1,-3393,"Negative Variance"
"QY6HCHDH","Anna Snelling","MG Special","Condax","Won","2017-01-29","2017-05-25",52.0,116,"Dustin Brinkmann","Central",3,"MG",55,2,-3,"Negative Variance"
"CZ3XOD03","Boris Faz","GTX Plus Pro","Acme Corporation","Won","2017-01-29","2017-05-11",5772.0,102,"Rocco Neubert","East",5,"GTX",5482,2,290,"Positive Variance"
"LQ44KCMI","Cassey Cress","GTX Pro","Umbrella Corporation","Lost","2017-01-29","2017-03-13",0.0,43,"Rocco Neubert","East",5,"GTX",4821,1,-4821,"Negative Variance"
"WVJBVA61","Cecily Lampkin","MG Advanced","Domzoom","Won","2017-01-29","2017-03-21",3496.0,51,"Dustin Brinkmann","Central",3,"MG",3393,1,103,"Positive Variance"
"MV9AO6WU","Elease Gluck","MG Advanced","Finjob","Won","2017-01-29","2017-03-12",3602.0,42,"Celia Rouche","West",2,"MG",3393,1,209,"Positive Variance"
"VS2G74XQ","Garret Kinder","MG Special","Yearin","Won","2017-01-29","2017-03-09",57.0,39,"Cara Losch","East",1,"MG",55,1,2,"Positive Variance"
"Q37IWCG1","Gladys Colclough","MG Special","Funholding","Won","2017-01-29","2017-05-11",51.0,102,"Melvin Marxen","Central",4,"MG",55,2,-4,"Negative Variance"
"CUR03RXO","Hayden Neloms","MG Advanced","Sonron","Won","2017-01-29","2017-06-14",3689.0,136,"Celia Rouche","West",2,"MG",3393,2,296,"Positive Variance"
"81APSLDP","James Ascencio","GTX Plus Basic","Xx-holding","Won","2017-01-29","2017-05-03",1170.0,94,"Summer Sewald","West",6,"GTX",1096,2,74,"Positive Variance"
"RBXWRHBJ","Jonathan Berthelot","GTX Basic","Rundofase","Lost","2017-01-29","2017-03-06",0.0,36,"Melvin Marxen","Central",4,"GTX",550,1,-550,"Negative Variance"
"G2GU9DYX","Jonathan Berthelot","GTX Pro","Rangreen","Won","2017-01-29","2017-05-06",4736.0,97,"Melvin Marxen","Central",4,"GTX",4821,2,-85,"Negative Variance"
"05DTWSVC","Niesha Huffines","MG Special","Genco Pura Olive Oil Company","Lost","2017-01-29","2017-05-05",0.0,96,"Melvin Marxen","Central",4,"MG",55,2,-55,"Negative Variance"
"2YQHHWJ3","Versie Hillebrand","MG Special","Zumgoity","Lost","2017-01-29","2017-05-22",0.0,113,"Dustin Brinkmann","Central",3,"MG",55,2,-55,"Negative Variance"
"ZW58VIDI","Vicki Laflamme","MG Special","Hatfan","Won","2017-01-29","2017-05-25",64.0,116,"Celia Rouche","West",2,"MG",55,2,9,"Positive Variance"
"Q7IIF1IP","Vicki Laflamme","MG Special","J-Texon","Won","2017-01-29","2017-06-05",55.0,127,"Celia Rouche","West",2,"MG",55,2,0,"Positive Variance"
"AALARPLH","Vicki Laflamme","MG Advanced","Goodsilron","Won","2017-01-29","2017-03-13",2970.0,43,"Celia Rouche","West",2,"MG",3393,1,-423,"Negative Variance"
"5FFY13G5","Cecily Lampkin","MG Special","Scottech","Lost","2017-01-30","2017-05-19",0.0,109,"Dustin Brinkmann","Central",3,"MG",55,2,-55,"Negative Variance"
"01X8H9SO","Corliss Cosme","GTX Pro","Bubba Gump","Won","2017-01-30","2017-05-13",5035.0,103,"Cara Losch","East",1,"GTX",4821,2,214,"Positive Variance"
"VLADQZ43","Darcel Schlecht","GTX Pro","Domzoom","Lost","2017-01-30","2017-05-31",0.0,121,"Melvin Marxen","Central",4,"GTX",4821,2,-4821,"Negative Variance"
"N9VYMV3W","Darcel Schlecht","GTX Pro","Funholding","Won","2017-01-30","2017-03-10",4774.0,39,"Melvin Marxen","Central",4,"GTX",4821,1,-47,"Negative Variance"
"2FTB6A7I","James Ascencio","GTX Plus Pro","Kan-code","Won","2017-01-30","2017-05-16",5390.0,106,"Summer Sewald","West",6,"GTX",5482,2,-92,"Negative Variance"
"7V9A9TXZ","Marty Freudenburg","GTX Plus Basic","Codehow","Won","2017-01-30","2017-06-06",1190.0,127,"Melvin Marxen","Central",4,"GTX",1096,2,94,"Positive Variance"
"HWDRCUYU","Moses Frase","GTX Plus Pro","Betatech","Won","2017-01-30","2017-05-14",5755.0,104,"Dustin Brinkmann","Central",3,"GTX",5482,2,273,"Positive Variance"
"GFV4W89I","Rosalina Dieter","GTX Pro","Scotfind","Won","2017-01-30","2017-06-13",4933.0,134,"Celia Rouche","West",2,"GTX",4821,2,112,"Positive Variance"
"7A4AC5BC","Versie Hillebrand","MG Advanced","Ron-tech","Won","2017-01-30","2017-06-04",3642.0,125,"Dustin Brinkmann","Central",3,"MG",3393,2,249,"Positive Variance"
"3B6HWK65","Vicki Laflamme","MG Special","Blackzim","Lost","2017-01-30","2017-05-07",0.0,97,"Celia Rouche","West",2,"MG",55,2,-55,"Negative Variance"
"A3BK99P6","Cassey Cress","MG Advanced","Kan-code","Won","2017-01-31","2017-03-17",2923.0,45,"Rocco Neubert","East",5,"MG",3393,1,-470,"Negative Variance"
"NY21X16G","Darcel Schlecht","GTX Pro","Zumgoity","Won","2017-01-31","2017-03-10",5035.0,38,"Melvin Marxen","Central",4,"GTX",4821,1,214,"Positive Variance"
"O5BC64NW","Maureen Marcano","GTX Pro","Zoomit","Lost","2017-01-31","2017-05-26",0.0,115,"Summer Sewald","West",6,"GTX",4821,2,-4821,"Negative Variance"
"4DW2FDX4","Versie Hillebrand","MG Special","dambase","Won","2017-01-31","2017-05-20",54.0,109,"Dustin Brinkmann","Central",3,"MG",55,2,-1,"Negative Variance"
"A66X4Q2J","Versie Hillebrand","MG Special","Konmatfix","Won","2017-01-31","2017-05-01",54.0,90,"Dustin Brinkmann","Central",3,"MG",55,2,-1,"Negative Variance"
"IT9YW5RP","Wilburn Farren","GTX Basic","Initech","Won","2017-01-31","2017-05-26",592.0,115,"Cara Losch","East",1,"GTX",550,2,42,"Positive Variance"
"7IZ2GMYK","Darcel Schlecht","GTX Basic","Toughzap","Won","2017-02-01","2017-05-16",640.0,104,"Melvin Marxen","Central",4,"GTX",550,2,90,"Positive Variance"
"TTY0X4TG","Darcel Schlecht","GTX Pro","Dontechi","Won","2017-02-01","2017-05-05",5127.0,93,"Melvin Marxen","Central",4,"GTX",4821,2,306,"Positive Variance"
"L8D22SSW","Darcel Schlecht","MG Advanced","Betatech","Won","2017-02-01","2017-06-17",3822.0,136,"Melvin Marxen","Central",4,"MG",3393,2,429,"Positive Variance"
"ZDDZ64A2","Gladys Colclough","MG Advanced","Dontechi","Lost","2017-02-01","2017-06-17",0.0,136,"Melvin Marxen","Central",4,"MG",3393,2,-3393,"Negative Variance"
"RDJFZGM9","Kami Bicknell","MG Special","Blackzim","Lost","2017-02-01","2017-06-13",0.0,132,"Summer Sewald","West",6,"MG",55,2,-55,"Negative Variance"
"4563ENEB","Lajuana Vencill","GTX Basic","Gogozoom","Won","2017-02-01","2017-05-02",574.0,90,"Dustin Brinkmann","Central",3,"GTX",550,2,24,"Positive Variance"
"4WP0VJAS","Lajuana Vencill","MG Advanced","Codehow","Won","2017-02-01","2017-06-18",2525.0,137,"Dustin Brinkmann","Central",3,"MG",3393,2,-868,"Negative Variance"
"60UOBOEM","Rosalina Dieter","GTK 500","Groovestreet","Won","2017-02-01","2017-06-07",30288.0,126,"Celia Rouche","West",2,"GTK",26768,2,3520,"Positive Variance"
"AJZB6F22","Vicki Laflamme","GTX Plus Pro","Goodsilron","Lost","2017-02-01","2017-05-18",0.0,106,"Celia Rouche","West",2,"GTX",5482,2,-5482,"Negative Variance"
"W4K39GNG","Zane Levy","GTX Basic","Scotfind","Lost","2017-02-01","2017-03-29",0.0,56,"Summer Sewald","West",6,"GTX",550,1,-550,"Negative Variance"
"IXOHJYRM","Elease Gluck","GTK 500","Cheers","Lost","2017-02-02","2017-05-09",0.0,96,"Celia Rouche","West",2,"GTK",26768,2,-26768,"Negative Variance"
"RMNHSNW9","Elease Gluck","MG Special","Kan-code","Lost","2017-02-02","2017-05-01",0.0,88,"Celia Rouche","West",2,"MG",55,2,-55,"Negative Variance"
"QPFNQYMV","Gladys Colclough","MG Advanced","Inity","Won","2017-02-02","2017-05-14",3581.0,101,"Melvin Marxen","Central",4,"MG",3393,2,188,"Positive Variance"
"D77SFTS4","Jonathan Berthelot","GTX Plus Basic","Warephase","Lost","2017-02-02","2017-03-12",0.0,38,"Melvin Marxen","Central",4,"GTX",1096,1,-1096,"Negative Variance"
"WRBWZRFD","Niesha Huffines","GTX Pro","Conecom","Lost","2017-02-02","2017-05-05",0.0,92,"Melvin Marxen","Central",4,"GTX",4821,2,-4821,"Negative Variance"
"031BBF1I","Versie Hillebrand","MG Special","Finhigh","Won","2017-02-02","2017-03-30",54.0,56,"Dustin Brinkmann","Central",3,"MG",55,1,-1,"Negative Variance"
"O11S2R63","Boris Faz","GTX Plus Basic","Konex","Won","2017-02-03","2017-06-03",1121.0,120,"Rocco Neubert","East",5,"GTX",1096,2,25,"Positive Variance"
"G13DD850","Cassey Cress","GTX Basic","Silis","Won","2017-02-03","2017-06-04",477.0,121,"Rocco Neubert","East",5,"GTX",550,2,-73,"Negative Variance"
"WZU2OHYU","Corliss Cosme","GTX Basic","Condax","Won","2017-02-03","2017-05-05",515.0,91,"Cara Losch","East",1,"GTX",550,2,-35,"Negative Variance"
"HVODWXRO","Daniell Hammack","MG Special","Ganjaflex","Lost","2017-02-03","2017-05-01",0.0,87,"Rocco Neubert","East",5,"MG",55,2,-55,"Negative Variance"
"N3JIVUNY","Donn Cantrell","MG Advanced","Umbrella Corporation","Lost","2017-02-03","2017-05-11",0.0,97,"Rocco Neubert","East",5,"MG",3393,2,-3393,"Negative Variance"
"RGCH6CUF","Hayden Neloms","GTX Plus Basic","Goodsilron","Won","2017-02-03","2017-06-20",975.0,137,"Celia Rouche","West",2,"GTX",1096,2,-121,"Negative Variance"
"JX7WZ9UP","Hayden Neloms","MG Advanced","Sunnamplex","Won","2017-02-03","2017-05-01",3376.0,87,"Celia Rouche","West",2,"MG",3393,2,-17,"Negative Variance"
"FDCEBWRI","James Ascencio","GTX Basic","Fasehatice","Won","2017-02-03","2017-03-12",458.0,37,"Summer Sewald","West",6,"GTX",550,1,-92,"Negative Variance"
"ZL6TJDPG","Jonathan Berthelot","GTX Basic","Globex Corporation","Lost","2017-02-03","2017-05-16",0.0,102,"Melvin Marxen","Central",4,"GTX",550,2,-550,"Negative Variance"
"DWBSHB8M","Kami Bicknell","GTX Basic","Golddex","Lost","2017-02-03","2017-05-23",0.0,109,"Summer Sewald","West",6,"GTX",550,2,-550,"Negative Variance"
"0AJ6LTZ0","Kami Bicknell","GTX Basic","Golddex","Won","2017-02-03","2017-03-14",622.0,39,"Summer Sewald","West",6,"GTX",550,1,72,"Positive Variance"
"SVMB8M7E","Kami Bicknell","GTX Basic","Lexiqvolax","Won","2017-02-03","2017-06-09",441.0,126,"Summer Sewald","West",6,"GTX",550,2,-109,"Negative Variance"
"6AWEAWCM","Kary Hendrixson","GTX Pro","Konex","Lost","2017-02-03","2017-05-15",0.0,101,"Summer Sewald","West",6,"GTX",4821,2,-4821,"Negative Variance"
"4Q4NBPD6","Marty Freudenburg","GTX Basic","Ron-tech","Won","2017-02-03","2017-05-21",538.0,107,"Melvin Marxen","Central",4,"GTX",550,2,-12,"Negative Variance"
"K8VSDOP8","Maureen Marcano","GTX Plus Pro","Goodsilron","Won","2017-02-03","2017-03-29",4667.0,54,"Summer Sewald","West",6,"GTX",5482,1,-815,"Negative Variance"
"YNP9PI1X","Niesha Huffines","GTX Plus Basic","Codehow","Won","2017-02-03","2017-06-15",1018.0,132,"Melvin Marxen","Central",4,"GTX",1096,2,-78,"Negative Variance"
"3XVY4LEU","Reed Clapper","GTX Pro","Bluth Company","Won","2017-02-03","2017-05-09",4671.0,95,"Rocco Neubert","East",5,"GTX",4821,2,-150,"Negative Variance"
"8K1OGB0R","Violet Mclelland","GTX Pro","Bubba Gump","Won","2017-02-03","2017-05-16",4634.0,102,"Cara Losch","East",1,"GTX",4821,2,-187,"Negative Variance"
"RTKUPEX7","Zane Levy","GTX Plus Basic","J-Texon","Lost","2017-02-03","2017-06-10",0.0,127,"Summer Sewald","West",6,"GTX",1096,2,-1096,"Negative Variance"
"QQDO45YR","Cecily Lampkin","MG Advanced","Warephase","Won","2017-02-04","2017-05-09",3470.0,94,"Dustin Brinkmann","Central",3,"MG",3393,2,77,"Positive Variance"
"HT25XIAV","Daniell Hammack","GTX Plus Basic","Silis","Lost","2017-02-04","2017-05-18",0.0,103,"Rocco Neubert","East",5,"GTX",1096,2,-1096,"Negative Variance"
"88KUDE6J","Donn Cantrell","GTX Plus Pro","Acme Corporation","Won","2017-02-04","2017-05-30",5366.0,115,"Rocco Neubert","East",5,"GTX",5482,2,-116,"Negative Variance"
"AOOD3MWW","Gladys Colclough","GTX Plus Basic","Rundofase","Lost","2017-02-04","2017-05-26",0.0,111,"Melvin Marxen","Central",4,"GTX",1096,2,-1096,"Negative Variance"
"RZ2PUH86","Kary Hendrixson","GTX Basic","Groovestreet","Won","2017-02-04","2017-05-17",582.0,102,"Summer Sewald","West",6,"GTX",550,2,32,"Positive Variance"
"GLVSDQQT","Kary Hendrixson","GTX Basic","Sunnamplex","Won","2017-02-04","2017-05-02",583.0,87,"Summer Sewald","West",6,"GTX",550,2,33,"Positive Variance"
"107BPCAS","Niesha Huffines","GTX Basic","dambase","Lost","2017-02-04","2017-05-16",0.0,101,"Melvin Marxen","Central",4,"GTX",550,2,-550,"Negative Variance"
"OCLEO3CD","Vicki Laflamme","GTX Plus Pro","Fasehatice","Won","2017-02-04","2017-05-19",6079.0,104,"Celia Rouche","West",2,"GTX",5482,2,597,"Positive Variance"
"FTVCNH87","Zane Levy","GTX Plus Basic","Fasehatice","Lost","2017-02-04","2017-05-07",0.0,92,"Summer Sewald","West",6,"GTX",1096,2,-1096,"Negative Variance"
"GQCRMEIL","Zane Levy","GTX Plus Basic","Konex","Won","2017-02-04","2017-06-02",1068.0,118,"Summer Sewald","West",6,"GTX",1096,2,-28,"Negative Variance"
"UK2JIE61","Anna Snelling","MG Special","Cancity","Won","2017-02-05","2017-05-04",55.0,88,"Dustin Brinkmann","Central",3,"MG",55,2,0,"Positive Variance"
"AEDL7EC6","Cassey Cress","MG Advanced","Yearin","Lost","2017-02-05","2017-05-02",0.0,86,"Rocco Neubert","East",5,"MG",3393,2,-3393,"Negative Variance"
"OV5X3O5I","Cassey Cress","GTX Basic","Betasoloin","Won","2017-02-05","2017-03-27",493.0,50,"Rocco Neubert","East",5,"GTX",550,1,-57,"Negative Variance"
"MMWX1A4H","Darcel Schlecht","GTX Plus Basic","Ron-tech","Lost","2017-02-05","2017-06-20",0.0,135,"Melvin Marxen","Central",4,"GTX",1096,2,-1096,"Negative Variance"
"LSVMMUJ0","Darcel Schlecht","GTX Pro","Condax","Won","2017-02-05","2017-03-25",5559.0,48,"Melvin Marxen","Central",4,"GTX",4821,1,738,"Positive Variance"
"97KFQSX1","Elease Gluck","MG Advanced","Scotfind","Won","2017-02-05","2017-05-09",3351.0,93,"Celia Rouche","West",2,"MG",3393,2,-42,"Negative Variance"
"08APB75Q","Lajuana Vencill","GTX Basic","Isdom","Won","2017-02-05","2017-05-13",501.0,97,"Dustin Brinkmann","Central",3,"GTX",550,2,-49,"Negative Variance"
"6RL97BR9","Moses Frase","MG Special","Inity","Lost","2017-02-05","2017-05-08",0.0,92,"Dustin Brinkmann","Central",3,"MG",55,2,-55,"Negative Variance"
"TPVFA5B8","Reed Clapper","GTX Basic","Mathtouch","Won","2017-02-05","2017-05-07",532.0,91,"Rocco Neubert","East",5,"GTX",550,2,-18,"Negative Variance"
"FHLOUD3V","Vicki Laflamme","MG Special","Sonron","Lost","2017-02-05","2017-05-24",0.0,108,"Celia Rouche","West",2,"MG",55,2,-55,"Negative Variance"
"4E01ALB0","Vicki Laflamme","MG Advanced","Green-Plus","Won","2017-02-05","2017-05-04",3103.0,88,"Celia Rouche","West",2,"MG",3393,2,-290,"Negative Variance"
"K4HVGBVH","Corliss Cosme","GTX Plus Pro","Gekko & Co","Won","2017-02-06","2017-05-22",5505.0,105,"Cara Losch","East",1,"GTX",5482,2,23,"Positive Variance"
"XDLQ71X4","Kami Bicknell","GTX Plus Basic","Y-corporation","Lost","2017-02-06","2017-05-22",0.0,105,"Summer Sewald","West",6,"GTX",1096,2,-1096,"Negative Variance"
"L33YUX9V","Moses Frase","GTX Plus Basic","Rangreen","Won","2017-02-06","2017-05-15",1068.0,98,"Dustin Brinkmann","Central",3,"GTX",1096,2,-28,"Negative Variance"
"QT7LRWTN","Vicki Laflamme","MG Advanced","Cheers","Won","2017-02-06","2017-05-04",3357.0,87,"Celia Rouche","West",2,"MG",3393,2,-36,"Negative Variance"
"Q1JKHY7H","Violet Mclelland","MG Special","Mathtouch","Lost","2017-02-06","2017-05-06",0.0,89,"Cara Losch","East",1,"MG",55,2,-55,"Negative Variance"
"BY0O646G","Zane Levy","GTX Basic","Sonron","Lost","2017-02-06","2017-05-27",0.0,110,"Summer Sewald","West",6,"GTX",550,2,-550,"Negative Variance"
"5831YZMT","Zane Levy","GTX Basic","Finjob","Won","2017-02-06","2017-06-23",532.0,137,"Summer Sewald","West",6,"GTX",550,2,-18,"Negative Variance"
"AZUBCO7L","Daniell Hammack","MG Advanced","Condax","Lost","2017-02-07","2017-05-06",0.0,88,"Rocco Neubert","East",5,"MG",3393,2,-3393,"Negative Variance"
"FOWAY95L","Darcel Schlecht","GTX Plus Pro","Funholding","Won","2017-02-07","2017-05-05",5786.0,87,"Melvin Marxen","Central",4,"GTX",5482,2,304,"Positive Variance"
"KGZL60NI","Hayden Neloms","GTX Plus Basic","Sonron","Lost","2017-02-07","2017-05-11",0.0,93,"Celia Rouche","West",2,"GTX",1096,2,-1096,"Negative Variance"
"SRZMNS79","Jonathan Berthelot","GTX Plus Basic","Streethex","Won","2017-02-07","2017-05-19",1131.0,101,"Melvin Marxen","Central",4,"GTX",1096,2,35,"Positive Variance"
